sentence_id,sentence,case_marker_score,num_case_markers,score_diff_from_ref,is_reference
file-kiraye_ka_ghar-1507111043__129.58,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के और दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.046637388649986,13,-0.07858969108643676,False
file-kiraye_ka_ghar-1507111043__129.59,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के दो कमरे और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.046637388649986,13,-0.07858969108643676,False
file-kiraye_ka_ghar-1507111043__129.60,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9983074475883182,13,-0.030259750024768994,False
file-kiraye_ka_ghar-1507111043__129.61,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के किराये पर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9844822623525566,13,-0.0164345647890074,False
file-kiraye_ka_ghar-1507111043__129.62,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के और किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.010990725843057,13,-0.04294302827950758,False
file-kiraye_ka_ghar-1507111043__129.63,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के किराये पर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.027657392509724,13,-0.05960969494617463,False
file-kiraye_ka_ghar-1507111043__129.64,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के और रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9955021956272325,13,-0.027454498063683275,False
file-kiraye_ka_ghar-1507111043__129.65,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.012168862293899,13,-0.04412116473034966,False
file-kiraye_ka_ghar-1507111043__129.66,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9533508300177014,13,0.01469686754584787,False
file-kiraye_ka_ghar-1507111043__129.67,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के दो कमरे रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9200174966843682,13,0.048030200879181084,False
file-kiraye_ka_ghar-1507111043__129.68,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के और दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0218614393932737,13,-0.053813741829724426,False
file-kiraye_ka_ghar-1507111043__129.69,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के दो कमरे और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0218614393932737,13,-0.053813741829724426,False
file-kiraye_ka_ghar-1507111043__129.70,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के और रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9200174966843682,13,0.048030200879181084,False
file-kiraye_ka_ghar-1507111043__129.71,ठाकुर चाचा के न चाहने करवाकर सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9366841633510348,13,0.03136353421251448,False
file-kiraye_ka_ghar-1507111043__129.72,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के करवाकर किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.010990725843057,13,-0.04294302827950758,False
file-kiraye_ka_ghar-1507111043__129.73,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के किराये पर करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.027657392509724,13,-0.05960969494617463,False
file-kiraye_ka_ghar-1507111043__129.74,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9983074475883182,13,-0.030259750024768994,False
file-kiraye_ka_ghar-1507111043__129.75,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के किराये पर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9844822623525564,13,-0.016434564789007178,False
file-kiraye_ka_ghar-1507111043__129.76,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.012168862293899,13,-0.04412116473034966,False
file-kiraye_ka_ghar-1507111043__129.77,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के करवाकर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9955021956272325,13,-0.027454498063683275,False
file-kiraye_ka_ghar-1507111043__129.78,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के करवाकर किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9769486428235716,13,-0.008900945260022386,False
file-kiraye_ka_ghar-1507111043__129.79,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के किराये पर करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9936153094902387,13,-0.025567611926689437,False
file-kiraye_ka_ghar-1507111043__129.80,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के और किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9769486428235716,13,-0.008900945260022386,False
file-kiraye_ka_ghar-1507111043__129.81,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के किराये पर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9936153094902387,13,-0.025567611926689437,False
file-kiraye_ka_ghar-1507111043__129.82,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के और करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.046637388649986,13,-0.07858969108643676,False
file-kiraye_ka_ghar-1507111043__129.83,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के करवाकर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.046637388649986,13,-0.07858969108643676,False
file-kiraye_ka_ghar-1507111043__129.84,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9983074475883182,13,-0.030259750024768994,False
file-kiraye_ka_ghar-1507111043__129.85,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के किराये पर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9844822623525564,13,-0.016434564789007178,False
file-kiraye_ka_ghar-1507111043__129.86,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के और किराये पर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.010990725843057,13,-0.04294302827950758,False
file-kiraye_ka_ghar-1507111043__129.87,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के किराये पर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.027657392509724,13,-0.05960969494617463,False
file-kiraye_ka_ghar-1507111043__129.88,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के और रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9955021956272325,13,-0.027454498063683275,False
file-kiraye_ka_ghar-1507111043__129.89,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली किराये पर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.012168862293899,13,-0.04412116473034966,False
file-kiraye_ka_ghar-1507111043__129.90,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9533508300177014,13,0.01469686754584787,False
file-kiraye_ka_ghar-1507111043__129.91,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के करवाकर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9366841633510345,13,0.0313635342125147,False
file-kiraye_ka_ghar-1507111043__129.92,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के और करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0218614393932737,13,-0.053813741829724426,False
file-kiraye_ka_ghar-1507111043__129.93,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के करवाकर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0218614393932737,13,-0.053813741829724426,False
file-kiraye_ka_ghar-1507111043__129.94,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के और रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9366841633510345,13,0.0313635342125147,False
file-kiraye_ka_ghar-1507111043__129.95,ठाकुर चाचा के न चाहने दो कमरे सौदामिनी के आसूं बहाने के बाद भी किराये पर किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9533508300177014,13,0.01469686754584787,False
file-kiraye_ka_ghar-1507111043__129.96,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के करवाकर दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.047386471860037,13,-0.07933877429648795,False
file-kiraye_ka_ghar-1507111043__129.97,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के दो कमरे करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.047386471860037,13,-0.07933877429648795,False
file-kiraye_ka_ghar-1507111043__129.98,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9788758624844653,13,-0.010828164920916095,False
file-kiraye_ka_ghar-1507111043__129.99,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के दो कमरे रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9455425291511321,13,0.02250516841241712,False
file-kiraye_ka_ghar-1507111043__129.100,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9622091958177987,13,0.005838501745750513,False
file-kiraye_ka_ghar-1507111043__129.101,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी और किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के करवाकर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9455425291511321,13,0.02250516841241712,False
file-kiraye_ka_ghar-1507111043__129.102,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के करवाकर दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0133443888405522,13,-0.045296691277002976,False
file-kiraye_ka_ghar-1507111043__129.103,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के दो कमरे करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0133443888405522,13,-0.045296691277002976,False
file-kiraye_ka_ghar-1507111043__129.104,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के और दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0133443888405522,13,-0.045296691277002976,False
file-kiraye_ka_ghar-1507111043__129.105,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के दो कमरे और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.0133443888405522,13,-0.045296691277002976,False
file-kiraye_ka_ghar-1507111043__129.106,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के और करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9966777221738858,13,-0.02863002461033659,False
file-kiraye_ka_ghar-1507111043__129.107,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी रामफिरलाल ने किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के करवाकर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9966777221738858,13,-0.02863002461033659,False
file-kiraye_ka_ghar-1507111043__129.108,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9788758624844653,13,-0.010828164920916095,False
file-kiraye_ka_ghar-1507111043__129.109,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के दो कमरे रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9455425291511321,13,0.02250516841241712,False
file-kiraye_ka_ghar-1507111043__129.110,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के और दो कमरे दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.047386471860037,13,-0.07933877429648795,False
file-kiraye_ka_ghar-1507111043__129.111,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के दो कमरे और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.047386471860037,13,-0.07933877429648795,False
file-kiraye_ka_ghar-1507111043__129.112,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के और रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9455425291511321,13,0.02250516841241712,False
file-kiraye_ka_ghar-1507111043__129.113,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी करवाकर किराये का घर खाली दो कमरे पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9622091958177987,13,0.005838501745750513,False
file-kiraye_ka_ghar-1507111043__129.114,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9788758624844656,13,-0.010828164920916317,False
file-kiraye_ka_ghar-1507111043__129.115,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली और पास के मि. ठिमलौतिया के मकान के करवाकर रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9622091958177987,13,0.005838501745750513,False
file-kiraye_ka_ghar-1507111043__129.116,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के और करवाकर दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.047386471860037,13,-0.07933877429648795,False
file-kiraye_ka_ghar-1507111043__129.117,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली रामफिरलाल ने पास के मि. ठिमलौतिया के मकान के करवाकर और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-2.047386471860037,13,-0.07933877429648795,False
file-kiraye_ka_ghar-1507111043__129.118,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के और रामफिरलाल ने दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9622091958177987,13,0.005838501745750513,False
file-kiraye_ka_ghar-1507111043__129.119,ठाकुर चाचा के न चाहने किराये पर सौदामिनी के आसूं बहाने के बाद भी दो कमरे किराये का घर खाली करवाकर पास के मि. ठिमलौतिया के मकान के रामफिरलाल ने और दिलवा दिया ठाकुर चाचा के दो कमरे के किराये के घर से सौ रूपया और अधिक किराया दिलवाकर । ,-1.9788758624844656,13,-0.010828164920916317,False
file-kiraye_ka_ghar-1507111043__13.0,यही एक मकान मालिक मिले थे जो बिना कुछ पूछे घर दिया था दो महीने का एडवांस किराया लेकर । ,0.0,1,0.0,True
file-kiraye_ka_ghar-1507111043__13.1,यही एक मकान मालिक मिले थे जो बिना कुछ घर पूछे दिया था दो महीने का एडवांस किराया लेकर । ,0.0,1,0.0,False
file-kiraye_ka_ghar-1507111043__13.2,यही एक मकान मालिक मिले थे पूछे बिना कुछ जो घर दिया था दो महीने का एडवांस किराया लेकर । ,0.0,1,0.0,False
file-kiraye_ka_ghar-1507111043__13.3,यही एक मकान मालिक मिले थे पूछे बिना कुछ घर जो दिया था दो महीने का एडवांस किराया लेकर । ,0.0,1,0.0,False
file-kiraye_ka_ghar-1507111043__13.4,यही एक मकान मालिक मिले थे घर बिना कुछ जो पूछे दिया था दो महीने का एडवांस किराया लेकर । ,0.0,1,0.0,False
file-kiraye_ka_ghar-1507111043__13.5,यही एक मकान मालिक मिले थे घर बिना कुछ पूछे जो दिया था दो महीने का एडवांस किराया लेकर । ,0.0,1,0.0,False
file-kiraye_ka_ghar-1507111043__130.0,"मि. ठिमलौतिया भी छोटी बिरादरी के ही थे , रिजर्वेशन की बदौलत स्कूल में अध्यापक हो गये तो थे पर खुद को नरेश की जाति से ऊंची जाति का मानते थे । ",-2.375411867402952,8,0.0,True
file-kiraye_ka_ghar-1507111043__130.1,"मि. ठिमलौतिया भी छोटी बिरादरी के ही थे , रिजर्वेशन की बदौलत स्कूल में अध्यापक हो गये तो थे पर खुद को नरेश की ऊंची जाति का जाति से मानते थे । ",-2.43912561377829,8,-0.06371374637533833,False
file-kiraye_ka_ghar-1507111043__130.2,"मि. ठिमलौतिया भी छोटी बिरादरी के ही थे , रिजर्वेशन की बदौलत स्कूल में अध्यापक हो गये तो थे पर जाति से नरेश की खुद को ऊंची जाति का मानते थे । ",-2.3578047459205753,8,0.01760712148237653,False
